recon name	has match in metaCyc	ids	number of reactions included
13-hydroperoxy-H4-neuroprostane	False	MEVBPAJZOYZPMH-IUSNASPOSA-N	3
L-saccharopinate(1-)	True	ZDGJAHTZVHVLOT-YUMQZZPRSA-N 16927 HMDB00279 C00449 160556	3	SACCHAROPINE	C11H19N2O6
(R)-3-Hydroxypalmitoyl-ACP	False	C04633	1
heparan sulfate proteoglycan	False		2
Orotate	True	PXQPEWDEAKTCGB-UHFFFAOYSA-N 16742 HMDB00226 C00295 967	2	OROTATE	C5H3N2O4
hydroxylated ebastine	False		1
chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	False		1
5,6,7,8-Tetrahydrofolate	True	MSTNYGQPCMXVAQ-RYUDHWBXSA-N 20506 HMDB01846 C00101 91443	22	THF	C19H21N7O6
5-Formiminotetrahydrofolate	True	YCWUVLPMLLBDCU-UHFFFAOYSA-N 57456 HMDB01534 C00664 530	2	CPD-671	C20H22N8O6
methanol	True	OKKJLVBELUTLKV-UHFFFAOYSA-N 17790 HMDB01875 C00132 887	4	METOH	C1H4O1
keratan sulfate I, degradation product 41	False		0
13,14-dihydroxy-retinol	False	IPJVXOBBCWHWMP-UHFFFAOYSA-N	1
(+)-alpha-tocopherol	True	GVJHHUAWPYXKBD-IEOSBIPESA-N 18145 HMDB01893 C02477 14985 LMPR02020001	1	ALPHA-TOCOPHEROL	C29H50O2
(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1	False		0
pristanic acid	True	PAHGJZDQXIOYTH-UHFFFAOYSA-N 51340 HMDB00795 123929 LMPR0104010022	4	PRISTANATE  ;  TUBERCULOSTEARATE	C19H37O2
(-)-Salsoline	False	YTPRLBGPGZHUPD-ZETCQYMHSA-N 761542 HMDB12469 C09640 442356	1
12R-Hydroperoxyeicosatetraenoate	True	ZIOZYRSDNLNNNJ-LJQANCHMSA-N 34145 HMDB04692 C14812 LMFA03060070	1	CPD-2044  ;  CPD-11568  ;  5Z8Z10E14Z-12S-12-HYDROPEROXYICOS  ;  6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6  ;  5Z9E11Z14Z-8R-8-HYDROPEROXYICOSA-TETRAEN  ;  CPD-1911  ;  6Z8E10E14Z-5S12R-512-DIHYDROXYI  ;  5Z8Z11Z13E-15S-15-HYDROPEROXYICOS  ;  CPD-16171  ;  CPD-1912	C20H31O4
6-Phospho-D-gluconate	True	BIRSGZKFKXLSJQ-SQOUGZDYSA-N 48928 HMDB01316 C00345 91493	5	CPD-2961	C6H10O10P1
trans-4-hydroxy-L-proline	True	PMMYEEVYMWASQN-DMTCNVIQSA-N 18095 HMDB00725 C01157 5810	3	2-AMINO-4-OXO-PENTOATE  ;  5-AMINO-2-OXOPENTANOATE  ;  3-HYDROXY-L-PROLINE  ;  4-HYDROXY-L-PROLINE  ;  CIS-4-HYDROXY-D-PROLINE  ;  GLUTAMATE-1-SEMIALDEHYDE  ;  5-AMINO-LEVULINATE  ;  CPD-15178  ;  L-GLUTAMATE_GAMMA-SEMIALDEHYDE  ;  CPD-664  ;  CPD-299	C5H9N1O3
(2E)-Decenoyl-ACP	False	C05754	1
(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	False		0
trans-2,3-dehydropristanoyl-CoA	False	WLOASZHRLIOYIA-JZJOPOEKSA-N 63803 56927963	2
dihydroceramide	False	31488	3
(R)-mevalonate	True	KJTLQQUUPVSXIM-ZCFIWIBFSA-N 17710 HMDB00227 C00418 439230 LMFA01050352	5	MEVALONATE	C6H11O4
chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2	False		0
neocasomorphin (1-5)	False	WRNQQFNBEUKAAX-MOGNJTFLSA-N	1
Hexadecenoyl carnitine	True	XOMRRQXKHMYMOC-OAQYLSRUSA-N 17490 HMDB00222 C02990 11953816 LMFA07070004	2	CPD-419	C23H43N1O4
chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4	False		2
trans-Dodec-2-enoyl-CoA	True	IRFYVBULXZMEDE-GMHMEAMDSA-N 57330 HMDB03712 C03221 45266564	6	CPD-7222	C33H52N7O17P3S1
keratan sulfate I, degradation product 7	False		0
keratan sulfate II biosynthesis, precursor 7	False		0
4-(2-aminophenyl)-2,4-dioxobutanoate	True	CAOVWYZQMPNAFJ-UHFFFAOYSA-N 17442 HMDB00978 C01252 472	2	CPD-476	C10H8N1O4
ITP(3-)	True	HAEJPQIATWHALX-KQYNXXCUSA-N 16039 HMDB00189 C00081 8583	7	ITP	C10H11N4O14P3
15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	True	JSFATNQSLKRBCI-LJQANCHMSA-N 3246888	1	CPD66-52  ;  CPD66-55	C20H31O3
keratan sulfate I biosynthesis, precursor 1	False		1
Sialyl-3-paragloboside	False	36528	1
12-oxo-leukotriene B4	True	SJVWVCVZWMJXOK-IBGZPJMESA-N 27814 HMDB04234 C05949 5280876 LMFA03020024	4	CPD66-58  ;  CPD-5001	C20H29O4
4-decenoylcoa	True	QTOYQSMKQWCWOX-CCVVLBLYSA-N HMDB02145 6443609	4	CPD-14925  ;  CPD-12896  ;  T2-DECENOYL-COA	C31H48N7O17P3S1
N-benzoylglycinate	True	QIAFMBKCNZACKA-UHFFFAOYSA-N 18089 HMDB00714 C01586 464	1	CPD-425	C9H8N1O3
3-hydroxy tetradecenoyl-7-carnitine	False		1
L-cysteate(1-)	True	XVOYSCVBGLVSOL-REOHCLBHSA-N 17285 HMDB02757 C57006 72886	5	L-CYSTEATE	C3H6N1O5S1
(4-hydroxy-3-methoxyphenyl)acetaldehyde	True	GOQGGGANVKPMNH-UHFFFAOYSA-N 28111 HMDB05175 C05581 151276	4	VERATRALDEHYDE	C9H10O3
2,5-Diaminopyrimidine nucleoside triphosphate	False	CRXOALRUOMUPMC-UMMCILCDSA-N 929 HMDB06821 C05923 440841	4
perillyl aldehyde	True	RUMOYJJNUMEFDD-UHFFFAOYSA-N 15421 HMDB03647 C02576 16441 LMPR0102090010	2	CPD-1084	C10H14O1
3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	True	SEBZZAWTQNNGPK-ZAVIOYSRSA-N 27393 HMDB06895 C05447 5280796	2	CPD-10589	C48H74N7O19P3S1
3-methyl-2-oxopentanoate	True	JVQYSWDUAOAHFM-UHFFFAOYSA-N 35932 HMDB00491 C03465 47	4	2K-4CH3-PENTANOATE  ;  CPD-7706  ;  2-OXOHEXANOATE  ;  5-OXOHEXANOATE  ;  CPD-7030  ;  2-KETO-3-METHYL-VALERATE  ;  6-OXO-HEXANOATE	C6H9O3
(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1	False		0
Benzo[a]pyrene-9,10-oxide	False	GOEJUYABKOTLJA-UHFFFAOYSA-N C14849 37456	1
(3S,7R,11R)-phytanate	True	RLCKHJSFHOZMDR-FHWLQOOXSA-N	1	PHYTANATE  ;  ARACHIDIC_ACID	C20H39O2
2-hydroxyestrone-4-S-glutathione	False	ZKSQMGPMDHYFMB-LCOBOIQCSA-N HMDB12624 53481502	1
keratan sulfate I, degradation product 18	False		0
(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	False	62306	1
Thymidine	True	IQFYYKKMVGJFEH-XLPZGREQSA-N 17748 HMDB00273 C00214 5789	5	THYMIDINE	C10H14N2O5
cis-aconitate(3-)	True	GTZCVFVGUGFEME-UHFFFAOYSA-N 16383 309	2	CIS-ACONITATE	C6H3O6
2-decaprenyl-6-methoxy-3-methyl-1,4-benzoquinone	True	DLBRMPAESNEOJM-UHFFFAOYSA-N 50772 LMPR02010032	2	CPD-11660	C58H88O3
dUDP	True	QHWZTVCCBMIIKE-SHYZEUOFSA-N 28850 HMDB01000 C01346 145729	8	DUDP	C9H11N2O11P2
18-carboxy-dinor-LTE4	False	OXCSBZDIZXLXRX-FGTMMUONSA-N HMDB12607 53481489	1
15-epi-lipoxin B4	True	UXVRTOKOJOMENI-IPMKNSEASA-N	1	5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O  ;  CPD66-51  ;  CPD66-54  ;  5Z13E-15S-1115-DIHYDROXY-9-OXOPROS  ;  CPD66-56  ;  5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA  ;  PROSTAGLANDIN-H2  ;  ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA  ;  13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1  ;  CPD66-53  ;  ALPHA-HYDROXY-915-DIOXOPROSTANOATE  ;  20-OH-LTB4	C20H31O5
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al	True	USFJGINJGUIFSY-XZULNKEGSA-N 16466 HMDB03533 C01301 439479 LMST04030164	3	3-ALPHA7-ALPHA12-ALPHA-TRIHYDROX	C27H46O4
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	False	AYYISPCMVSHNTF-VDUURSKLSA-N	2
(5-hydroxyindol-3-yl)acetaldehyde	True	OBFAPCIUSYHFIE-UHFFFAOYSA-N 50157 HMDB04073 C05634	5	5-HYDROXYINDOLE_ACETALDEHYDE	C10H9N1O2
aminochrome o-semiquinone	True	SUOKBNMHVMNQDG-UHFFFAOYSA-N	1	CPD0-1488  ;  CPD0-1490  ;  CPD0-1489  ;  CPD-402	C8H8N1O2
protein-linked serine or threonine residue (O-glycosylation site)	False		1
4-Aminobutanoate	True	BTCSSZJGUNDROE-UHFFFAOYSA-N 16865 HMDB00112 C00334 119 LMFA01100039	7	4-AMINO-BUTYRATE	C4H9N1O2
R total	False		7
1D-myo-inositol 1,4,5-trisphosphate(6-)	True	MMWCIQZXVOZEGG-XJTPDSDZSA-N 16595 HMDB01498 C01245 439456	6	INOSITOL-1-4-5-TRISPHOSPHATE	C6H9O15P3
gama-tocopheryl quinone	True	XEXGHDCZBILZDD-VPYPWEPUSA-N	1	CPD-717  ;  CPD-11837  ;  CPD-12495  ;  CPD-714	C28H48O3
glycolithocholate	True	XBSQTYHEGZTYJE-OETIFKLTSA-N 37998 HMDB00698 C15557 115245 LMST05030009	1	GLYCOLITHOCHOLATE	C26H42N1O4
(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	False		1
1,2,3,4-tetrahydro-beta-carboline	False	CFTOTSJVQRFXOF-UHFFFAOYSA-N 100417 HMDB12488 107838	1
6 beta hydroxy testosterone	True	XSEGWEUVSZRCBC-ZVBLRVHNSA-N 34477 HMDB06259 C14497 65543 LMST02020054	1	CPD-11588  ;  CPD-11570  ;  CPD-11583  ;  19-HYDROXYTESTOSTERONE	C19H28O3
1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3	True	MBLYZRMZFUWLOZ-HUMJDSGLSA-N	1	CPD-10578	C23H33O4
N-methylputrescinium(2+)	True	RMIVMBYMDISYFZ-UHFFFAOYSA-N 17166 HMDB03661 C02723 439791	1	CPD-394	C5H16N2
pyruvate	True	LCTONWCANYUPML-UHFFFAOYSA-N 32816 HMDB00243 C00022 1060 LMFA01060077	40	PYRUVATE  ;  SELENITE  ;  2-DH-3-DO-D-ARABINONATE	C3H3O3
D-Glucose 6-phosphate	True	NBSCHQHZLSJFNQ-GASJEMHNSA-N 4170 HMDB01401 C00092 5958	10	CPD-15984  ;  CPD-15709  ;  D-MYO-INOSITOL-1-MONOPHOSPHATE  ;  CPDQT-4  ;  D-ALLOSE-6-PHOSPHATE  ;  CPD-15980  ;  1-L-MYO-INOSITOL-1-P  ;  CPD4FS-5  ;  MANNOSE-6P  ;  D-HAMAMELOSE-2-PHOSPHATE  ;  L-TAGATOSE-6-PHOSPHATE  ;  CPD-6746  ;  GALACTOSE-1P  ;  CPD-15828  ;  D-ALLULOSE-6-PHOSPHATE  ;  FRUCTOSE-6P  ;  D-HEXOSE-6-PHOSPHATE  ;  MANNOSE-1P  ;  TAGATOSE-6-PHOSPHATE  ;  CPD0-1116  ;  CPD-15826  ;  CPD-531  ;  CPD-448  ;  CPD-9755  ;  CPD-15970  ;  FRUCTOSE-2-PHOSPHATE  ;  GLC-1-P  ;  GLC-6-P  ;  FRU1P  ;  CPD-16155  ;  CPD-6702  ;  ALPHA-GLC-6-P  ;  D-MYO-INOSITOL-4-PHOSPHATE  ;  CPD-1241  ;  CPD-26	C6H11O9P1
Core 7	False		1
xanthosine	True	UBORTCNDUKBEOP-UUOKFMHZSA-N 18107 HMDB00299 C01762 64959	3	XANTHOSINE	C10H12N4O6
L-palmitoylcarnitine	True	XOMRRQXKHMYMOC-NRFANRHFSA-N 17490 HMDB00222 C02990 11953816 LMFA07070004	1	CPD-419	C23H45N1O4
9,11-cycloperoxy-15-hydroperoxy-5Z,13E-eicosadienoate	False	SGUKUZOVHSFKPH-WRDXCJKLSA-N	2
N-acetyl-D-mannosamine	True	MBLBDJOUHNCFQT-XAMCCFCMSA-N 63153 HMDB01129 C00645 439281	5	N-ACETYL-D-MANNOSAMINE	C8H15N1O6
(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	False	59093	1
L-iduronate	True	IAJILQKETJEXLJ-SKNVOMKLSA-N 28481 HMDB02704 C06472 18845	1	CPD-12536  ;  CPD-15204  ;  CPD-12524  ;  CPD-13059  ;  CPD-15530  ;  CPD-12523  ;  CPD-377  ;  CPD-12515  ;  5-DEHYDROGLUCONATE  ;  D-TAGATURONATE  ;  CPD-12537  ;  3-KETO-L-GULONATE  ;  CPD-12521	C6H9O7
3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA	False	MTOULHSNAKRXGD-YCGRRFPFSA-N	2
N-Trimethyl-2-aminoethylphosphonate	False	VCANKBLUHKRQLL-UHFFFAOYSA-O 7347 C06459 151927	1
heparan sulfate, degradation product 4	False		0
dITP(4-)	True	UFJPAQSLHAGEBL-RRKCRQDMSA-N 28807 HMDB03537 C01345 146302	4	DITP	C10H11N4O13P3
3-Hydroxystearoyl-ACP	False	C16220	0
Dehydrodolichol diphosphate, human liver homolog	False	C05859	2
9-peroxy-5Z,7E,11Z,14Z-eicosatetraenoate	False	LUNSZADIOHDKBX-UHFFFAOYSA-N	2
20-hydroxy-arachidonate	True	NNDIXBJHNLFJJP-UHFFFAOYSA-N 34306 123803	0	CPD66-52  ;  CPD66-55	C20H31O3
caprate	True	GHVNFZFCNZKVNT-UHFFFAOYSA-N 30813 HMDB00511 C01571 2969 LMFA01010010	0	CPD-3617	C10H19O2
2-Hydroxyestradiol-17beta	True	DILDHNKDVHLEQB-XSSYPUMDSA-N 28744 HMDB00338 C05301 247304 LMST02010027	3	CPD-13653  ;  ESTRIOL  ;  CPD-1077  ;  2-HYDROXY-ESTRADIOL	C18H24O3
12-oxo-20-dihydroxy-leukotriene B4	False	SBSLZLBZGOASJL-SFHVURJKSA-N HMDB12551 53481458	3
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	False		0
4,7-decadienoylcoa	True		4	CPD-1827  ;  T2-C4-DECADIENYL-COA	C31H46N7O17P3S1
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	False	SRMWPLGMMNSTOE-UHFFFAOYSA-N 192636	1
D-Fructose 1,6-bisphosphate	True	RNBGYGVWRKECFJ-ZXXMMSQZSA-N 37736 HMDB01058 C00354 172313	4	FRUCTOSE-16-DIPHOSPHATE	C6H10O12P2
arachidyl coenzyme A	True	JYLSVNBJLYCSSW-IBYUJNRCSA-N 15527 HMDB04258 C02041 16061151	5	CPD-9965	C41H70N7O17P3S1
prostaglandin H1	True	NTAYABHEVAQSJS-BRIYLRKRSA-N HMDB13041 5283048 LMFA03010044	1	5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY  ;  ALPROSTADIL  ;  CPD-2046	C20H33O5
T antigen (core 1)	False	22783	3
salsoline-1-carboxylate	True	CJEFWISJWQNPSZ-UHFFFAOYSA-N HMDB13067 320322	1	CPD-13117	C12H15N1O4
Dolichol, human uterine homolog	False	16091	3
3-oxo-cis-8-tetradecenoyl-CoA	False	DMKQQTVHIVHGIT-CSQGFUHOSA-N	2
L-lysinium(1+)	True	KDXKERNSBIXSRK-YFKPBYRVSA-N 18019 HMDB00182 C00047 5962	32	LYS	C6H15N2O2
keratan sulfate II (core 2-linked), degradation product 8	False		0
8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate	False	TVMLJOGNECRAAY-OAHLLOKOSA-N	2
NADH-redox-potential	False		0
spermine monoaldehyde	False	ADZORAWYLNDBGZ-UHFFFAOYSA-N	3
10,11-dihydro-12-oxo-LTB4	True	AHHXLFNPCWCNQF-IBGZPJMESA-N HMDB12498 53481445	2	CPD-2044  ;  CPD-11568  ;  5Z8Z10E14Z-12S-12-HYDROPEROXYICOS  ;  6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6  ;  5Z9E11Z14Z-8R-8-HYDROPEROXYICOSA-TETRAEN  ;  CPD-1911  ;  6Z8E10E14Z-5S12R-512-DIHYDROXYI  ;  5Z8Z11Z13E-15S-15-HYDROPEROXYICOS  ;  CPD-16171  ;  CPD-1912	C20H31O4
trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA	False	PJWUUOREXKKLME-XMLSFASZSA-N	2
chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2	False		0
lysophosphatidic acid	False	LMGP10050000	2
spermidine monoaldehyde 1	True	MMMHAACFRAVQHI-UHFFFAOYSA-N 145925	3	CPD-6121	C7H18N2O1
N-acetylputrescinium	True	KLZGKIDSEJWEDW-UHFFFAOYSA-N 17768 HMDB02064 C02714	2	CPD-569	C6H15N2O1
D-Glycerate 2-phosphate	True	GXIURPTVHJPJLF-UWTATZPHSA-N 17835 HMDB03391 C00631 439278	3	2-PG	C3H4O7P1
3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside	True	RGHRJBIKIYUHEV-PWZDMWIRSA-N	1	CPD-11398  ;  CPD-11401	C21H18I4N1O10
Haptoglobin	False		1
GM1b	False	62370	1
L-arabinitol	True	HEBKCHPVOIAQTA-IMJSIDKUSA-N 18403 HMDB01851 C00532 439255	2	L-ARABITOL	C5H12O5
UDP-alpha-D-xylose(2-)	True	DQQDLYVHOTZLOR-OCIMBMBZSA-N 16082 HMDB01018 C00190 439179	2	UDP-D-XYLOSE	C14H20N2O16P2
D-Xylulose 1-phosphate	True	NBOCCPQHBPGYCX-NQXXGFSBSA-N 71687 HMDB06534 14844436	2	XYLULOSE-5-PHOSPHATE  ;  RIBULOSE-5P  ;  D-RIBULOSE-1-P  ;  CPD0-1115  ;  CPD-15318  ;  L-RIBULOSE-5-P  ;  L-XYLULOSE-5-P  ;  CPD0-2468  ;  CPD-1825  ;  CPD-490  ;  CPD-11650  ;  ARABINOSE-5P  ;  RIBOSE-1P	C5H9O8P1
Hypotaurine	True	VVIUBCNYACGLLV-UHFFFAOYSA-N 16668 HMDB00965 C00519 107812	6	HYPOTAURINE	C2H7N1O2S1
heparan sulfate, precursor 2	False		0
GlcN2S-IdoA-GlcN2,6diS-GlcA2S-GlcN2,6diS-IdoA2S-GlcN2,6diS-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	False		1
GD1beta	False		0
Isovaleryl-CoA	True	UYVZIWWBJMYRCD-TVCSPYKZSA-N 57345 HMDB01113 C02939 439855	6	ISOVALERYL-COA	C26H40N7O17P3S1
S-(PGA1)-glutathione	False	HXBAELAEMDXAJM-KQXHGHLXSA-N HMDB13061 C11304 5281898	1
3,3'-diiodo-L-thyronine	True	CPCJBZABTUOGNM-LBPRGKRZSA-N 45698 107564	3	CPD-11396  ;  CPD-13008  ;  CPD-11395	C15H13I2N1O4
methylammonium	True	BAVYZALUXZFZLV-UHFFFAOYSA-N 16830 HMDB00164 C00218 6329	2	METHYLAMINE	C1H6N1
nifedipine	True	HYIMSNHJOBLJNT-UHFFFAOYSA-N 7565 C07266 4485	1	DIALKYLKETONE-CPD	C17H18N2O6
Lactoneotetraosylceramide	False		0
noradrenochrome	True	PTQNKGWWIYGAAE-UHFFFAOYSA-N HMDB13030 10176277	3	CPD-9028  ;  CPD-6364  ;  CPD-375  ;  CPD-14592	C8H7N1O3
cis-6-dodecenoyl-CoA	True	ZVMJJHXBJQTLEB-FFVFMXDZSA-N	2	CPD-7222  ;  CPD-7221	C33H52N7O17P3S1
linoelaidic acid ACP (all trans)	False		0
(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)	False		3
3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	False	KPSNLEVFRZBSQC-FFBVUHOJSA-N	2
trans5,8tetradecadienoylcoa	True	MJBZUCVXTFUVFY-MURFETPASA-N HMDB02288 21252281	3	CPD0-1162  ;  CPD0-1158	C35H54N7O17P3S1
(S)-3-sulfonatolactate(2-)	True	CQQGIWJSICOUON-UWTATZPHSA-N 16712 C11499 443233	2	CPD-11799	C3H4O6S1
estriol	True	PROQIPRRNZUXQM-ZXXIGWHRSA-N 27974 HMDB00153 C05141 5756 LMST02010003	0	ESTRIOL	C18H24O3
5,8-tetradecadienoylcoa	True	MJBZUCVXTFUVFY-MURFETPASA-N HMDB02288 21252281	5	CPD0-1162  ;  CPD0-1158	C35H54N7O17P3S1
27alpha-hydroxy-8-dehydrocholesterol	True	WGJXMUYDCGMVJH-FTOMVSHFSA-N	1	CALCIDIOL  ;  CPD-1087  ;  CPD-10582  ;  CPD-14195  ;  CPD-13887	C27H44O2
chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3	False		1
4,7,10-hexadecatrienoylcoa	True		5	CPD-10255	C37H56N7O17P3S1
oxoxanthurenate	True	WBCCCXBSSMLHOU-UHFFFAOYSA-N	1	XANTHURENATE	C10H5N1O4
1-Acylglycerol-3P-palm	False		0
5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate	True	MLZJFLKEKVDNAZ-SFHVURJKSA-N	3	CPD66-58  ;  CPD-5001	C20H29O4
keratan sulfate I biosynthesis, precursor 31	False		0
5,10-Methylenetetrahydrofolate	True	QYNUQALWYRSVHF-PZORYLMUSA-N 15636 HMDB01533 C00143 439175	14	METHYLENE-THF	C20H21N7O6
2-decaprenyl-6-methoxy-1,4-benzoquinone	True	POYJNCVGTDCCPK-UHFFFAOYSA-N 50773 LMPR02010033	2	CPD-11659	C57H86O3
glycolaldehyde	True	WGCNASOHLSPBMP-UHFFFAOYSA-N 17071 HMDB03344 C00266 756	5	GLYCOLALDEHYDE	C2H4O2
heparan sulfate, degradation product 20	False		1
tauroursodeoxycholate	False		0
Protoporphyrinogen IX	True	UHSGPDMIQQYNAX-UHFFFAOYSA-N 15435 HMDB01097 C01079 121893	2	PROTOPORPHYRINOGEN	C34H38N4O4
3-oxolinoleoyl-CoA	True	XROJENOQBXZHJA-UNAKSKPRSA-N	2	CPD-11517	C39H60N7O18P3S1
2-phenylethanaminium	True	BHHGXPLMPWCGHP-UHFFFAOYSA-N 18397 HMDB12275 C05332 1001	2	PHENYLETHYLAMINE	C8H12N1
3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	True	XOCYFFRISHLAMW-CSQGFUHOSA-N	2	CPD-11525	C35H52N7O18P3S1
cyclic 3-hydroxymelatonin	True	VADOSKJWFKUPQF-UHFFFAOYSA-N	1	CPD-12014	C13H16N2O3
Selenocystathionine	True	ZNWYDQPOUQRDLY-UHFFFAOYSA-N 26630 HMDB06343 C05699 98223	2	CPD-13717	C7H14N2O4SE1
Acetyl-CoA	True	ZSLZBFCDCINBPY-ZSJPKINUSA-N 15351 HMDB01206 C00024 444493 LMFA07050029	178	ACETYL-COA	C23H34N7O17P3S1
5,6,7,8-tetrahydrobiopterin	True	FNKQXYHWGSIFBK-UHFFFAOYSA-N 15372 HMDB00027 C00272 1125	11	CPD-14053	C9H15N5O3
cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate	True	KACPVQQHDVBVFC-UHFFFAOYSA-N 995 HMDB01330 C04409 5280673	3	2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI	C7H6N1O5
cis-2-coumarate	True	PMOWTIHVNWZYFI-UHFFFAOYSA-N 28873 C05838 5280841	1	CPD-7418	C9H7O3
sphingosine(1+)	True	WWUZIQQURGPMPG-ZWKOTPCHSA-N 46964 HMDB00252 C00319 31270 LMSP01010001	5	SPHINGOSINE	C18H38N1O2
15-epi-lipoxin A4	True	IXAQOQZEOGMIQS-GUDVDZBRSA-N HMDB12587 3934	1	5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O  ;  CPD66-51  ;  CPD66-54  ;  5Z13E-15S-1115-DIHYDROXY-9-OXOPROS  ;  CPD66-56  ;  5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA  ;  PROSTAGLANDIN-H2  ;  ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA  ;  13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1  ;  CPD66-53  ;  ALPHA-HYDROXY-915-DIOXOPROSTANOATE  ;  20-OH-LTB4	C20H31O5
3'-monoiodo-L-thyronine	True	RUIUIJSMLKJUDC-CYBMUJFWSA-N	1	CPD-13009  ;  CPD-13010	C15H14I1N1O4
docosahexaenoate	True	MBMBGCFOFBJSGT-UHFFFAOYSA-N 28125 HMDB02183 C06429 3144 LMFA01030185	14	CPD-10244	C22H31O2
5-Hydroxyisourate	True	LTQYPAVLAYVKTK-UHFFFAOYSA-N 18072 C11821 250388	1	5-HYDROXYISOURATE	C5H4N4O4
beta-carboline	True	AIFRHYZBTHREPW-UHFFFAOYSA-N 109895 HMDB12897 C20157 64961	1	CPD-15304	C11H8N2
2-Carboxy-2,3-dihydro-5,6-dihydroxyindole	True	JDWYRSDDJVCWPB-LURJTMIESA-N 60872 HMDB04067 C05604 161255	3	CPD-8652	C9H8N1O4
alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	False	C05870	1
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	True	PLHICYKOPITJJT-XTSUOFIPSA-N	2	ARACHIDONYL-COA  ;  CPD-12649	C41H62N7O17P3S1
Thiamine diphosphate	True	AYEKOFBPNLCAJY-UHFFFAOYSA-N 9532 HMDB01372 C00068 1132	6	THIAMINE-PYROPHOSPHATE	C12H16N4O7P2S1
N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine	False		2
Taurolithocholate	True	QBYUNVOYXHFVKC-GBURMNQMSA-N 36259 HMDB00722 C02592 439763 LMST05040003	1	TAUROLITHOCHOLATE	C26H44N1O5S1
GM1alpha	False		0
(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)	False		3
Holocarboxylase (biotin covalent bound to Lys residue of apoC)	False		4
trimethylenediaminium	True	XFNJVJPLKCPIBV-UHFFFAOYSA-N 15725 HMDB00002 C00986 428	4	CPD-313	C3H12N2
5,6-dihydroxyindole-2-carboxylate	True	YFTGOBNOJKXZJC-UHFFFAOYSA-N 2003 HMDB01253 C04185	3	56-DIHYDROXYINDOLE-2-CARBOXYLATE	C9H6N1O4
